Date,Type,Category,Amount
2024-04-07,Expense,Transport,142.77
2024-04-07,Expense,Health,192.06
2024-04-08,Income,Freelance,2267.21
2024-04-08,Income,Rental Income,929.24
2024-04-08,Expense,Subscriptions,56.52
2024-04-08,Expense,Subscriptions,143.66
2024-04-08,Expense,Food,139.4
2024-04-08,Expense,Subscriptions,291.45
2024-04-08,Expense,Health,165.91
2024-04-09,Income,Freelance,281.72
2024-04-09,Income,Gifts,2618.12
2024-04-09,Expense,Other,141.12
2024-04-09,Expense,Shopping,44.18
2024-04-10,Income,Salary,3845.87
2024-04-10,Income,Salary,4505.94
2024-04-10,Expense,Shopping,125.14
2024-04-10,Expense,Travel,157.42
2024-04-10,Expense,Other,68.22
2024-04-10,Expense,Education,215.86
2024-04-11,Income,Rental Income,2099.36
2024-04-11,Income,Investments,1934.92
2024-04-11,Expense,Subscriptions,93.6
2024-04-11,Expense,Subscriptions,204.78
2024-04-11,Expense,Entertainment,115.84
2024-04-12,Income,Gifts,4935.24
2024-04-12,Income,Gifts,2615.56
2024-04-12,Expense,Other,91.0
2024-04-12,Expense,Insurance,294.32
2024-04-12,Expense,Entertainment,287.87
2024-04-13,Income,Investments,3534.38
2024-04-13,Expense,Transportation,249.23
2024-04-13,Expense,Insurance,206.12
2024-04-13,Expense,Shopping,79.23
2024-04-14,Income,Freelance,2163.16
2024-04-14,Income,Gifts,707.96
2024-04-14,Expense,Other,80.3
2024-04-14,Expense,Other,163.67
2024-04-14,Expense,Travel,13.75
2024-04-15,Income,Gifts,1741.46
2024-04-15,Expense,Subscriptions,51.28
2024-04-15,Expense,Food,106.16
2024-04-15,Expense,Food,133.19
2024-04-15,Expense,Food,83.18
2024-04-16,Income,Rental Income,1210.42
2024-04-16,Income,Freelance,4602.29
2024-04-16,Expense,Entertainment,191.61
2024-04-16,Expense,Subscriptions,165.34
2024-04-16,Expense,Other,286.65
2024-04-17,Income,Rental Income,3033.26
2024-04-17,Income,Salary,1109.29
2024-04-17,Expense,Utilities,296.37
2024-04-17,Expense,Bills,223.71
2024-04-18,Income,Freelance,3209.53
2024-04-18,Expense,Insurance,70.68
2024-04-18,Expense,Food,209.63
2024-04-19,Income,Freelance,4410.4
2024-04-19,Income,Gifts,4697.05
2024-04-19,Expense,Food,35.67
2024-04-19,Expense,Other,180.1
2024-04-19,Expense,Subscriptions,136.79
2024-04-20,Income,Investments,1000.02
2024-04-20,Income,Salary,1107.16
2024-04-20,Expense,Utilities,249.43
2024-04-20,Expense,Travel,297.24
2024-04-21,Income,Investments,3172.31
2024-04-21,Income,Salary,2090.78
2024-04-21,Expense,Entertainment,165.51
2024-04-21,Expense,Health,75.02
2024-04-21,Expense,Transport,71.21
2024-04-21,Expense,Bills,93.24
2024-04-22,Income,Investments,2482.44
2024-04-22,Expense,Transport,66.87
2024-04-22,Expense,Transport,270.13
2024-04-22,Expense,Insurance,117.05
2024-04-23,Income,Salary,243.45
2024-04-23,Expense,Subscriptions,55.66
2024-04-23,Expense,Transportation,64.82
2024-04-24,Income,Rental Income,1593.37
2024-04-24,Expense,Bills,227.45
2024-04-24,Expense,Bills,61.04
2024-04-24,Expense,Entertainment,208.37
2024-04-24,Expense,Transportation,177.27
2024-04-25,Income,Freelance,3060.11
2024-04-25,Expense,Bills,175.54
2024-04-25,Expense,Other,259.04
2024-04-25,Expense,Transport,191.2
2024-04-26,Income,Investments,4061.16
2024-04-26,Expense,Bills,114.16
2024-04-26,Expense,Other,27.39
2024-04-27,Income,Investments,2917.08
2024-04-27,Expense,Other,170.0
2024-04-27,Expense,Bills,268.81
2024-04-27,Expense,Entertainment,100.32
2024-04-28,Income,Freelance,3771.74
2024-04-28,Expense,Subscriptions,114.9
2024-04-28,Expense,Entertainment,164.31
2024-04-28,Expense,Other,60.68
2024-04-28,Expense,Education,99.0
2024-04-29,Income,Freelance,1710.83
2024-04-29,Income,Freelance,4744.62
2024-04-29,Expense,Education,94.07
2024-04-29,Expense,Entertainment,122.24
2024-04-30,Income,Investments,2232.86
2024-04-30,Income,Investments,486.62
2024-04-30,Expense,Insurance,60.82
2024-04-30,Expense,Transport,157.96
2024-04-30,Expense,Transport,42.84
2024-05-01,Income,Salary,2148.37
2024-05-01,Expense,Other,259.42
2024-05-01,Expense,Travel,12.35
2024-05-01,Expense,Education,167.72
2024-05-01,Expense,Travel,269.05
2024-05-02,Income,Rental Income,2253.2
2024-05-02,Expense,Utilities,169.2
2024-05-02,Expense,Transportation,215.01
2024-05-02,Expense,Transport,255.53
2024-05-02,Expense,Transport,146.12
2024-05-02,Expense,Bills,279.5
2024-05-03,Income,Rental Income,2743.54
2024-05-03,Expense,Transport,294.32
2024-05-03,Expense,Health,89.96
2024-05-03,Expense,Subscriptions,264.47
2024-05-03,Expense,Subscriptions,293.34
2024-05-04,Income,Salary,3047.87
2024-05-04,Income,Investments,517.88
2024-05-04,Expense,Health,11.67
2024-05-04,Expense,Transport,183.2
2024-05-05,Income,Investments,4481.3
2024-05-05,Expense,Travel,39.24
2024-05-05,Expense,Entertainment,110.09
2024-05-05,Expense,Shopping,296.74
2024-05-05,Expense,Other,85.72
2024-05-06,Income,Gifts,2839.0
2024-05-06,Income,Freelance,4979.23
2024-05-06,Expense,Bills,125.01
2024-05-06,Expense,Entertainment,17.5
2024-05-06,Expense,Subscriptions,178.05
2024-05-06,Expense,Food,125.33
2024-05-06,Expense,Travel,262.6
2024-05-07,Income,Investments,680.36
2024-05-07,Expense,Food,278.27
2024-05-07,Expense,Entertainment,12.21
2024-05-07,Expense,Subscriptions,123.08
2024-05-07,Expense,Food,82.68
2024-05-08,Income,Gifts,1827.88
2024-05-08,Income,Gifts,1789.18
2024-05-08,Expense,Subscriptions,236.09
2024-05-08,Expense,Subscriptions,134.19
2024-05-08,Expense,Subscriptions,7.6
2024-05-08,Expense,Travel,139.98
2024-05-09,Income,Gifts,2162.33
2024-05-09,Income,Investments,4058.92
2024-05-09,Expense,Transport,79.12
2024-05-09,Expense,Food,22.8
2024-05-09,Expense,Health,48.74
2024-05-09,Expense,Entertainment,90.65
2024-05-09,Expense,Health,230.54
2024-05-10,Income,Gifts,2521.4
2024-05-10,Expense,Shopping,21.35
2024-05-10,Expense,Insurance,180.54
2024-05-10,Expense,Education,109.47
2024-05-10,Expense,Entertainment,154.16
2024-05-11,Income,Rental Income,4168.94
2024-05-11,Expense,Shopping,65.46
2024-05-11,Expense,Shopping,154.87
2024-05-11,Expense,Health,82.09
2024-05-12,Income,Investments,4231.9
2024-05-12,Expense,Food,194.34
2024-05-12,Expense,Transport,68.84
2024-05-12,Expense,Health,154.89
2024-05-12,Expense,Education,28.96
2024-05-13,Income,Rental Income,4485.28
2024-05-13,Income,Gifts,1734.27
2024-05-13,Expense,Transportation,29.18
2024-05-13,Expense,Transport,159.42
2024-05-13,Expense,Shopping,109.26
2024-05-13,Expense,Shopping,206.96
2024-05-13,Expense,Subscriptions,25.73
2024-05-14,Income,Investments,595.35
2024-05-14,Income,Rental Income,4206.04
2024-05-14,Expense,Food,271.77
2024-05-14,Expense,Other,278.42
2024-05-14,Expense,Bills,20.45
2024-05-14,Expense,Education,171.97
2024-05-14,Expense,Subscriptions,169.03
2024-05-15,Income,Investments,657.54
2024-05-15,Expense,Food,260.2
2024-05-15,Expense,Subscriptions,230.29
2024-05-15,Expense,Health,79.04
2024-05-16,Income,Rental Income,4512.45
2024-05-16,Expense,Travel,214.9
2024-05-16,Expense,Food,180.96
2024-05-16,Expense,Travel,143.14
2024-05-16,Expense,Other,177.31
2024-05-17,Income,Salary,1467.04
2024-05-17,Expense,Education,92.37
2024-05-17,Expense,Other,221.73
2024-05-18,Income,Freelance,4196.94
2024-05-18,Expense,Transportation,161.56
2024-05-18,Expense,Education,231.63
2024-05-18,Expense,Other,76.25
2024-05-18,Expense,Subscriptions,99.78
2024-05-19,Income,Investments,783.42
2024-05-19,Expense,Utilities,164.79
2024-05-19,Expense,Subscriptions,60.94
2024-05-19,Expense,Education,242.11
2024-05-19,Expense,Subscriptions,212.05
2024-05-19,Expense,Transport,273.22
2024-05-20,Income,Rental Income,117.44
2024-05-20,Income,Investments,4359.45
2024-05-20,Expense,Bills,67.72
2024-05-20,Expense,Other,72.37
2024-05-20,Expense,Health,51.59
2024-05-20,Expense,Food,18.02
2024-05-21,Income,Freelance,3504.87
2024-05-21,Expense,Transportation,262.14
2024-05-21,Expense,Education,151.57
2024-05-21,Expense,Subscriptions,72.42
2024-05-22,Income,Rental Income,3972.63
2024-05-22,Income,Investments,594.89
2024-05-22,Expense,Utilities,243.87
2024-05-22,Expense,Travel,182.85
2024-05-22,Expense,Health,95.76
2024-05-23,Income,Freelance,4668.97
2024-05-23,Income,Gifts,4902.48
2024-05-23,Expense,Bills,181.66
2024-05-23,Expense,Utilities,172.26
2024-05-23,Expense,Shopping,295.7
2024-05-23,Expense,Insurance,28.75
2024-05-23,Expense,Travel,62.08
2024-05-24,Income,Salary,2388.15
2024-05-24,Income,Investments,1250.94
2024-05-24,Expense,Transport,160.15
2024-05-24,Expense,Transport,129.94
2024-05-24,Expense,Other,94.4
2024-05-25,Income,Investments,4799.0
2024-05-25,Expense,Transport,55.71
2024-05-25,Expense,Bills,121.23
2024-05-25,Expense,Education,58.41
2024-05-25,Expense,Health,289.1
2024-05-25,Expense,Education,40.02
2024-05-26,Income,Investments,3163.76
2024-05-26,Income,Rental Income,4728.42
2024-05-26,Expense,Bills,102.32
2024-05-26,Expense,Subscriptions,193.86
2024-05-26,Expense,Food,84.01
2024-05-26,Expense,Food,283.66
2024-05-26,Expense,Education,67.52
2024-05-27,Income,Investments,754.06
2024-05-27,Income,Gifts,1502.38
2024-05-27,Expense,Education,278.35
2024-05-27,Expense,Shopping,290.23
2024-05-28,Income,Gifts,4873.9
2024-05-28,Expense,Bills,234.49
2024-05-28,Expense,Utilities,111.95
2024-05-29,Income,Rental Income,3418.41
2024-05-29,Income,Freelance,3386.32
2024-05-29,Expense,Shopping,195.45
2024-05-29,Expense,Transportation,141.56
2024-05-30,Income,Investments,1354.2
2024-05-30,Income,Salary,511.7
2024-05-30,Expense,Shopping,271.68
2024-05-30,Expense,Utilities,16.21
2024-05-31,Income,Freelance,2344.51
2024-05-31,Income,Freelance,4218.76
2024-05-31,Expense,Insurance,145.66
2024-05-31,Expense,Shopping,238.35
2024-05-31,Expense,Insurance,246.89
2024-06-01,Income,Freelance,201.82
2024-06-01,Income,Gifts,894.58
2024-06-01,Expense,Education,293.88
2024-06-01,Expense,Bills,11.78
2024-06-02,Income,Investments,2879.67
2024-06-02,Expense,Utilities,13.9
2024-06-02,Expense,Bills,245.5
2024-06-03,Income,Rental Income,3328.43
2024-06-03,Income,Gifts,1102.72
2024-06-03,Expense,Health,146.69
2024-06-03,Expense,Transportation,208.2
2024-06-03,Expense,Transport,13.31
2024-06-03,Expense,Transport,168.31
2024-06-04,Income,Investments,734.15
2024-06-04,Income,Gifts,1458.18
2024-06-04,Expense,Education,282.68
2024-06-04,Expense,Education,270.19
2024-06-04,Expense,Other,194.56
2024-06-04,Expense,Other,56.26
2024-06-05,Income,Freelance,513.23
2024-06-05,Expense,Transportation,91.01
2024-06-05,Expense,Health,135.36
2024-06-06,Income,Rental Income,578.81
2024-06-06,Income,Rental Income,2857.75
2024-06-06,Expense,Food,26.57
2024-06-06,Expense,Entertainment,175.87
2024-06-06,Expense,Transport,222.39
2024-06-06,Expense,Other,253.6
2024-06-06,Expense,Shopping,127.17
2024-06-07,Income,Gifts,767.95
2024-06-07,Income,Rental Income,2398.2
2024-06-07,Expense,Education,82.64
2024-06-07,Expense,Food,40.68
2024-06-07,Expense,Travel,160.16
2024-06-08,Income,Gifts,1721.64
2024-06-08,Income,Rental Income,2581.34
2024-06-08,Expense,Bills,91.37
2024-06-08,Expense,Insurance,267.52
2024-06-08,Expense,Other,147.13
2024-06-09,Income,Rental Income,2146.79
2024-06-09,Expense,Subscriptions,242.69
2024-06-09,Expense,Travel,119.57
2024-06-10,Income,Gifts,1297.26
2024-06-10,Expense,Travel,248.83
2024-06-10,Expense,Other,247.61
2024-06-10,Expense,Travel,142.26
2024-06-10,Expense,Other,269.24
2024-06-10,Expense,Health,64.45
2024-06-11,Income,Investments,703.74
2024-06-11,Income,Rental Income,2997.48
2024-06-11,Expense,Shopping,208.47
2024-06-11,Expense,Transportation,27.87
2024-06-11,Expense,Utilities,39.18
2024-06-11,Expense,Entertainment,44.99
2024-06-11,Expense,Entertainment,81.76
2024-06-12,Income,Investments,2303.67
2024-06-12,Income,Salary,1480.72
2024-06-12,Expense,Shopping,161.5
2024-06-12,Expense,Entertainment,55.26
2024-06-12,Expense,Entertainment,141.06
2024-06-12,Expense,Subscriptions,30.72
2024-06-13,Income,Rental Income,3254.05
2024-06-13,Income,Investments,2490.29
2024-06-13,Expense,Shopping,78.72
2024-06-13,Expense,Insurance,120.83
2024-06-13,Expense,Other,96.98
2024-06-14,Income,Gifts,1811.55
2024-06-14,Income,Rental Income,3874.18
2024-06-14,Expense,Entertainment,297.76
2024-06-14,Expense,Entertainment,112.6
2024-06-15,Income,Gifts,3738.2
2024-06-15,Income,Freelance,2500.97
2024-06-15,Expense,Utilities,84.32
2024-06-15,Expense,Other,53.47
2024-06-16,Income,Rental Income,3697.71
2024-06-16,Income,Gifts,3872.12
2024-06-16,Expense,Insurance,273.92
2024-06-16,Expense,Education,256.03
2024-06-16,Expense,Health,171.42
2024-06-17,Income,Rental Income,4206.86
2024-06-17,Expense,Utilities,89.54
2024-06-17,Expense,Transport,122.6
2024-06-17,Expense,Health,261.01
2024-06-17,Expense,Bills,89.55
2024-06-17,Expense,Utilities,231.65
2024-06-18,Income,Investments,3119.25
2024-06-18,Expense,Travel,174.25
2024-06-18,Expense,Shopping,251.29
2024-06-18,Expense,Travel,275.38
2024-06-19,Income,Freelance,2980.36
2024-06-19,Expense,Education,112.78
2024-06-19,Expense,Education,246.25
2024-06-19,Expense,Shopping,181.22
2024-06-20,Income,Rental Income,4510.25
2024-06-20,Expense,Bills,144.09
2024-06-20,Expense,Entertainment,57.39
2024-06-20,Expense,Education,252.75
2024-06-20,Expense,Bills,197.9
2024-06-20,Expense,Subscriptions,247.32
2024-06-21,Income,Gifts,4178.05
2024-06-21,Income,Freelance,3527.15
2024-06-21,Expense,Education,228.5
2024-06-21,Expense,Health,277.64
2024-06-21,Expense,Subscriptions,18.85
2024-06-22,Income,Freelance,3882.23
2024-06-22,Expense,Food,14.73
2024-06-22,Expense,Transportation,101.05
2024-06-23,Income,Rental Income,2730.6
2024-06-23,Income,Salary,543.9
2024-06-23,Expense,Bills,100.87
2024-06-23,Expense,Shopping,162.03
2024-06-24,Income,Gifts,869.96
2024-06-24,Expense,Insurance,27.71
2024-06-24,Expense,Travel,185.42
2024-06-24,Expense,Other,82.14
2024-06-24,Expense,Entertainment,259.21
2024-06-25,Income,Freelance,2363.64
2024-06-25,Income,Investments,4601.27
2024-06-25,Expense,Transportation,27.37
2024-06-25,Expense,Shopping,159.03
2024-06-25,Expense,Entertainment,268.28
2024-06-26,Income,Rental Income,4815.91
2024-06-26,Income,Freelance,4624.23
2024-06-26,Expense,Education,254.84
2024-06-26,Expense,Shopping,294.45
2024-06-26,Expense,Transportation,268.35
2024-06-27,Income,Investments,1212.41
2024-06-27,Income,Salary,3048.79
2024-06-27,Expense,Bills,49.82
2024-06-27,Expense,Transport,43.61
2024-06-27,Expense,Insurance,222.67
2024-06-27,Expense,Insurance,46.36
2024-06-28,Income,Freelance,2887.12
2024-06-28,Expense,Shopping,90.09
2024-06-28,Expense,Transport,220.67
2024-06-28,Expense,Shopping,284.5
2024-06-29,Income,Salary,1528.41
2024-06-29,Expense,Other,101.2
2024-06-29,Expense,Utilities,5.38
2024-06-30,Income,Freelance,2662.8
2024-06-30,Income,Freelance,1345.21
2024-06-30,Expense,Other,81.78
2024-06-30,Expense,Other,232.28
2024-06-30,Expense,Subscriptions,70.65
2024-07-01,Income,Investments,3315.34
2024-07-01,Expense,Utilities,286.07
2024-07-01,Expense,Entertainment,211.83
2024-07-02,Income,Rental Income,2083.69
2024-07-02,Expense,Utilities,121.69
2024-07-02,Expense,Transport,58.87
2024-07-02,Expense,Transport,92.23
2024-07-02,Expense,Subscriptions,123.11
2024-07-02,Expense,Transport,191.12
2024-07-03,Income,Freelance,762.82
2024-07-03,Expense,Shopping,204.46
2024-07-03,Expense,Food,133.3
2024-07-04,Income,Gifts,978.77
2024-07-04,Expense,Health,264.65
2024-07-04,Expense,Subscriptions,246.51
2024-07-04,Expense,Bills,106.53
2024-07-05,Income,Rental Income,1103.5
2024-07-05,Expense,Transport,191.4
2024-07-05,Expense,Other,249.31
2024-07-05,Expense,Shopping,247.11
2024-07-05,Expense,Subscriptions,17.36
2024-07-05,Expense,Insurance,218.74
2024-07-06,Income,Freelance,4884.97
2024-07-06,Expense,Entertainment,85.78
2024-07-06,Expense,Bills,162.37
2024-07-06,Expense,Other,154.05
2024-07-06,Expense,Other,268.09
2024-07-06,Expense,Other,173.24
2024-07-07,Income,Investments,2118.78
2024-07-07,Expense,Other,292.21
2024-07-07,Expense,Transportation,30.23
2024-07-07,Expense,Education,6.45
2024-07-07,Expense,Entertainment,73.9
2024-07-08,Income,Freelance,3947.74
2024-07-08,Expense,Bills,292.95
2024-07-08,Expense,Education,120.1
2024-07-09,Income,Gifts,4931.79
2024-07-09,Income,Freelance,1525.58
2024-07-09,Expense,Transport,92.61
2024-07-09,Expense,Health,231.42
2024-07-10,Income,Freelance,485.91
2024-07-10,Expense,Insurance,44.39
2024-07-10,Expense,Transportation,61.33
2024-07-11,Income,Salary,1420.83
2024-07-11,Expense,Shopping,289.64
2024-07-11,Expense,Shopping,37.57
2024-07-11,Expense,Bills,42.42
2024-07-11,Expense,Shopping,227.83
2024-07-12,Income,Investments,2315.61
2024-07-12,Expense,Other,83.43
2024-07-12,Expense,Food,81.09
2024-07-12,Expense,Transportation,97.77
2024-07-12,Expense,Health,25.4
2024-07-13,Income,Salary,1529.48
2024-07-13,Expense,Insurance,218.17
2024-07-13,Expense,Other,219.57
2024-07-14,Income,Freelance,2191.47
2024-07-14,Expense,Health,64.99
2024-07-14,Expense,Transportation,209.16
2024-07-14,Expense,Shopping,178.86
2024-07-14,Expense,Health,228.9
2024-07-15,Income,Gifts,548.23
2024-07-15,Income,Salary,4687.74
2024-07-15,Expense,Transport,217.89
2024-07-15,Expense,Education,128.3
2024-07-15,Expense,Subscriptions,123.49
2024-07-16,Income,Rental Income,3924.25
2024-07-16,Income,Rental Income,1372.66
2024-07-16,Expense,Education,196.1
2024-07-16,Expense,Health,126.3
2024-07-17,Income,Rental Income,1398.37
2024-07-17,Income,Salary,1429.98
2024-07-17,Expense,Transport,248.3
2024-07-17,Expense,Travel,210.33
2024-07-18,Income,Freelance,3728.85
2024-07-18,Income,Gifts,527.34
2024-07-18,Expense,Insurance,166.3
2024-07-18,Expense,Education,137.6
2024-07-18,Expense,Insurance,103.25
2024-07-18,Expense,Transport,194.57
2024-07-18,Expense,Travel,101.46
2024-07-19,Income,Gifts,3235.07
2024-07-19,Income,Rental Income,1582.59
2024-07-19,Expense,Subscriptions,115.92
2024-07-19,Expense,Shopping,147.69
2024-07-19,Expense,Health,8.82
2024-07-19,Expense,Education,165.47
2024-07-20,Income,Rental Income,4594.89
2024-07-20,Income,Investments,2028.79
2024-07-20,Expense,Bills,250.72
2024-07-20,Expense,Health,98.05
2024-07-20,Expense,Utilities,79.77
2024-07-21,Income,Rental Income,2161.85
2024-07-21,Expense,Health,186.48
2024-07-21,Expense,Health,137.5
2024-07-21,Expense,Food,85.1
2024-07-21,Expense,Entertainment,249.51
2024-07-21,Expense,Subscriptions,20.46
2024-07-22,Income,Freelance,3414.09
2024-07-22,Income,Salary,3257.81
2024-07-22,Expense,Transport,299.42
2024-07-22,Expense,Education,8.77
2024-07-22,Expense,Education,264.82
2024-07-22,Expense,Education,284.67
2024-07-22,Expense,Travel,57.94
2024-07-23,Income,Gifts,1766.84
2024-07-23,Income,Freelance,3962.53
2024-07-23,Expense,Utilities,144.08
2024-07-23,Expense,Utilities,206.86
2024-07-23,Expense,Travel,81.59
2024-07-24,Income,Investments,1559.81
2024-07-24,Income,Salary,2550.19
2024-07-24,Expense,Health,241.04
2024-07-24,Expense,Entertainment,179.03
2024-07-24,Expense,Transportation,81.08
2024-07-24,Expense,Insurance,62.79
2024-07-25,Income,Salary,2575.25
2024-07-25,Income,Freelance,3487.11
2024-07-25,Expense,Education,74.58
2024-07-25,Expense,Subscriptions,98.29
2024-07-25,Expense,Transportation,293.88
2024-07-25,Expense,Transportation,202.69
2024-07-26,Income,Investments,2897.98
2024-07-26,Expense,Insurance,12.32
2024-07-26,Expense,Other,90.67
2024-07-26,Expense,Bills,269.24
2024-07-26,Expense,Other,274.88
2024-07-26,Expense,Education,21.24
2024-07-27,Income,Investments,3498.94
2024-07-27,Income,Investments,2177.07
2024-07-27,Expense,Bills,153.61
2024-07-27,Expense,Entertainment,248.52
2024-07-28,Income,Gifts,1993.5
2024-07-28,Expense,Entertainment,69.85
2024-07-28,Expense,Transport,42.97
2024-07-28,Expense,Bills,190.12
2024-07-28,Expense,Bills,187.85
2024-07-29,Income,Gifts,3242.27
2024-07-29,Expense,Education,288.68
2024-07-29,Expense,Subscriptions,174.41
2024-07-29,Expense,Insurance,267.51
2024-07-30,Income,Investments,4532.39
2024-07-30,Income,Salary,3854.04
2024-07-30,Expense,Other,69.6
2024-07-30,Expense,Transport,94.79
2024-07-30,Expense,Insurance,92.82
2024-07-30,Expense,Travel,269.83
2024-07-30,Expense,Utilities,237.73
2024-07-31,Income,Gifts,2170.49
2024-07-31,Income,Investments,1682.5
2024-07-31,Expense,Health,210.93
2024-07-31,Expense,Education,288.14
2024-07-31,Expense,Insurance,234.45
2024-08-01,Income,Gifts,1333.67
2024-08-01,Expense,Bills,287.7
2024-08-01,Expense,Subscriptions,178.82
2024-08-02,Income,Freelance,594.69
2024-08-02,Income,Gifts,503.3
2024-08-02,Expense,Insurance,151.14
2024-08-02,Expense,Travel,282.22
2024-08-02,Expense,Food,24.89
2024-08-03,Income,Salary,2067.77
2024-08-03,Income,Rental Income,2337.65
2024-08-03,Expense,Travel,162.47
2024-08-03,Expense,Transportation,26.26
2024-08-04,Income,Rental Income,207.89
2024-08-04,Expense,Other,80.57
2024-08-04,Expense,Transport,65.58
2024-08-04,Expense,Education,105.5
2024-08-04,Expense,Utilities,31.05
2024-08-05,Income,Salary,441.35
2024-08-05,Expense,Insurance,91.3
2024-08-05,Expense,Food,69.24
2024-08-05,Expense,Transportation,269.28
2024-08-05,Expense,Shopping,129.22
2024-08-06,Income,Salary,1051.67
2024-08-06,Expense,Education,101.0
2024-08-06,Expense,Insurance,276.43
2024-08-06,Expense,Food,225.7
2024-08-06,Expense,Food,126.5
2024-08-06,Expense,Shopping,120.97
2024-08-07,Income,Salary,4869.42
2024-08-07,Income,Rental Income,569.22
2024-08-07,Expense,Food,246.05
2024-08-07,Expense,Insurance,136.39
2024-08-08,Income,Investments,134.42
2024-08-08,Expense,Subscriptions,66.59
2024-08-08,Expense,Bills,273.65
2024-08-08,Expense,Shopping,181.31
2024-08-09,Income,Freelance,709.35
2024-08-09,Income,Salary,3125.8
2024-08-09,Expense,Health,126.49
2024-08-09,Expense,Travel,249.05
2024-08-09,Expense,Insurance,181.61
2024-08-09,Expense,Insurance,251.53
2024-08-10,Income,Gifts,2946.63
2024-08-10,Expense,Insurance,17.37
2024-08-10,Expense,Utilities,160.71
2024-08-10,Expense,Utilities,120.69
2024-08-10,Expense,Travel,229.14
2024-08-10,Expense,Subscriptions,227.93
2024-08-11,Income,Freelance,253.02
2024-08-11,Expense,Insurance,191.43
2024-08-11,Expense,Health,213.21
2024-08-11,Expense,Transportation,164.13
2024-08-12,Income,Freelance,1121.63
2024-08-12,Income,Gifts,2572.31
2024-08-12,Expense,Shopping,153.72
2024-08-12,Expense,Food,58.45
2024-08-12,Expense,Other,42.45
2024-08-12,Expense,Utilities,114.76
2024-08-12,Expense,Transportation,194.93
2024-08-13,Income,Investments,463.91
2024-08-13,Income,Freelance,1828.99
2024-08-13,Expense,Transport,62.49
2024-08-13,Expense,Transportation,134.45
2024-08-14,Income,Freelance,3547.77
2024-08-14,Expense,Insurance,245.41
2024-08-14,Expense,Shopping,14.04
2024-08-14,Expense,Other,266.89
2024-08-15,Income,Gifts,624.79
2024-08-15,Income,Investments,2334.25
2024-08-15,Expense,Bills,221.64
2024-08-15,Expense,Education,16.04
2024-08-15,Expense,Subscriptions,210.36
2024-08-15,Expense,Entertainment,61.65
2024-08-15,Expense,Shopping,163.57
2024-08-16,Income,Gifts,1880.78
2024-08-16,Income,Salary,4052.21
2024-08-16,Expense,Shopping,238.68
2024-08-16,Expense,Subscriptions,81.09
2024-08-17,Income,Salary,1718.84
2024-08-17,Income,Rental Income,2560.11
2024-08-17,Expense,Travel,251.07
2024-08-17,Expense,Food,64.84
2024-08-18,Income,Gifts,2594.66
2024-08-18,Income,Gifts,4477.93
2024-08-18,Expense,Utilities,283.48
2024-08-18,Expense,Education,126.29
2024-08-18,Expense,Transportation,271.08
2024-08-18,Expense,Insurance,128.02
2024-08-18,Expense,Utilities,184.75
2024-08-19,Income,Freelance,1510.36
2024-08-19,Income,Investments,1124.26
2024-08-19,Expense,Transport,243.18
2024-08-19,Expense,Other,245.38
2024-08-19,Expense,Food,234.09
2024-08-20,Income,Salary,2910.78
2024-08-20,Income,Gifts,735.86
2024-08-20,Expense,Education,34.06
2024-08-20,Expense,Health,40.39
2024-08-20,Expense,Shopping,159.53
2024-08-20,Expense,Bills,209.33
2024-08-21,Income,Freelance,3096.54
2024-08-21,Expense,Transport,257.38
2024-08-21,Expense,Travel,283.53
2024-08-21,Expense,Other,23.97
2024-08-22,Income,Salary,3763.08
2024-08-22,Expense,Subscriptions,238.48
2024-08-22,Expense,Insurance,43.65
2024-08-22,Expense,Other,41.92
2024-08-22,Expense,Education,186.85
2024-08-23,Income,Investments,441.49
2024-08-23,Income,Freelance,3964.07
2024-08-23,Expense,Transportation,182.1
2024-08-23,Expense,Entertainment,83.36
2024-08-23,Expense,Shopping,119.11
2024-08-23,Expense,Food,139.95
2024-08-23,Expense,Health,131.96
2024-08-24,Income,Rental Income,2896.37
2024-08-24,Expense,Other,52.11
2024-08-24,Expense,Health,40.26
2024-08-24,Expense,Transport,218.63
2024-08-24,Expense,Transportation,29.61
2024-08-25,Income,Gifts,2504.92
2024-08-25,Income,Rental Income,1855.48
2024-08-25,Expense,Subscriptions,264.92
2024-08-25,Expense,Food,15.84
2024-08-25,Expense,Subscriptions,51.24
2024-08-26,Income,Investments,4570.55
2024-08-26,Income,Gifts,1389.21
2024-08-26,Expense,Bills,127.45
2024-08-26,Expense,Insurance,82.6
2024-08-26,Expense,Utilities,237.0
2024-08-26,Expense,Bills,5.05
2024-08-27,Income,Rental Income,4899.64
2024-08-27,Expense,Education,64.35
2024-08-27,Expense,Transport,258.76
2024-08-27,Expense,Education,31.37
2024-08-28,Income,Freelance,1943.26
2024-08-28,Expense,Bills,61.18
2024-08-28,Expense,Other,31.65
2024-08-29,Income,Rental Income,4233.63
2024-08-29,Income,Investments,322.65
2024-08-29,Expense,Bills,218.63
2024-08-29,Expense,Transport,185.18
2024-08-29,Expense,Entertainment,246.06
2024-08-29,Expense,Subscriptions,116.49
2024-08-29,Expense,Shopping,20.79
2024-08-30,Income,Gifts,3402.5
2024-08-30,Expense,Food,204.32
2024-08-30,Expense,Bills,32.2
2024-08-30,Expense,Subscriptions,10.31
2024-08-31,Income,Gifts,2414.93
2024-08-31,Income,Rental Income,2814.43
2024-08-31,Expense,Other,133.7
